BAD,LOAN,MORTDUE,VALUE,REASON,JOB,YOJ,DEROG,DELINQ,CLAGE,NINQ,CLNO,DEBTINC,P_BAD1,P_BAD0,EM_PROBABILITY,EM_CLASSIFICATION
0,6658.824827,79133,100033,DebtCon,Other,3,0,0,102.1630274,2,31,40.79463545,0.138620547,0.861379453,0.861379453,0
0,9300,46466,57182,DebtCon,Other,2,0,0,100.0518662,0,20,38.44431799,0.110794519,0.889205481,0.889205481,0
0,9300,51609.49556,67709,HomeImp,Other,4,0,1,243.8307278,1,16,35.96828075,0.13348095,0.86651905,0.86651905,0
0,7985.803498,,36793,HomeImp,Other,,,,304.5201894,,11,30.73881376,0.106149958,0.893850042,0.893850042,0
0,9300,58051,65334,DebtCon,Mgr,0.224413969,,,113.2818573,,23,41.86003981,0.106149958,0.893850042,0.893850042,0
0,2874.447141,39307,51680,DebtCon,Office,8,0,0,196.0146349,0,23,30.7315717,0.042111402,0.957888598,0.957888598,0
1,9300,84900,105798,DebtCon,ProfExe,0.962823303,0,0,41.8072046,1,3,26.9566979,0.068651258,0.931348742,0.931348742,0
1,9300,8486.165443,97700,DebtCon,Mgr,12,0,2,88.5,4,29,,0.106149958,0.893850042,0.893850042,0
1,8116.769503,24000,37125,DebtCon,Office,1.687196825,1,1,148.0333333,2,19,,0.106149958,0.893850042,0.893850042,0
0,9300,21138,30700,DebtCon,Other,3,,,,,,,0.106149958,0.893850042,0.893850042,0
0,9300,44026,70535,HomeImp,Office,12,3,1,245.9,2,29,,0.106149958,0.893850042,0.893850042,0
0,9300,,55350,HomeImp,Other,9,0,0,308.3403318,2,13,33.6355254,0.106149958,0.893850042,0.893850042,0
0,6069.262057,81986,94513,DebtCon,Other,0.469159915,3,0,,0,4,31.89390379,0.106149958,0.893850042,0.893850042,0
0,9300,32758.04613,66961,DebtCon,Other,22,0,0,278.1604735,3,28,40.82354171,0.106875081,0.893124919,0.893124919,0
1,9300,38115,16674.15563,DebtCon,Other,14,0,0,91.93263226,0,18,29.63360847,0.055983931,0.944016069,0.944016069,0
0,9300,53772,71497,HomeImp,Mgr,2,0,2,136.0800299,0,23,29.68667084,0.132888862,0.867111139,0.867111139,0
0,9300,,44108,HomeImp,Other,,,,290.818074,,12,29.74359996,0.106149958,0.893850042,0.893850042,0
0,9300,21979,4896.61966,DebtCon,Other,1.092582656,,,,,,38.84408934,0.106149958,0.893850042,0.893850042,0
0,9300,43647.96605,120066,DebtCon,Other,18,0,1,189.9199182,1,15,37.08645509,0.171340323,0.828659677,0.828659677,0
0,9400,8413.871239,16211.1023,DebtCon,Office,0.363529459,0,0,177.7028004,0,20,37.35868805,0.076961496,0.923038504,0.923038504,0
0,9400,13847.73748,59137,DebtCon,Other,10,0,0,102.2726766,0,22,37.26913108,0.111039602,0.888960398,0.888960398,0
0,9400,,50575,HomeImp,Other,,,,99.06951832,,8,35.9078154,0.106149958,0.893850042,0.893850042,0
0,9400,57105,67061,HomeImp,Other,6,0,0,129.5084838,0,34,35.73459276,0.074331788,0.925668213,0.925668213,0
1,8540.923615,35178.74108,89107,HomeImp,Office,0,1,0,148.8447376,3,26,36.08003177,0.169411327,0.830588673,0.830588673,0
0,1574.480325,85448,94101,DebtCon,Other,2,0,0,104.1133632,2,32,39.54184797,0.122867118,0.877132882,0.877132882,0
0,9400,56508,78358,DebtCon,,17,0,0,141.9311562,0,11,32.32749505,0.106149958,0.893850042,0.893850042,0
0,5898.390668,71305.15244,101536.4475,HomeImp,Office,28,0,0,338.6290354,1,38,34.16951368,0.032420692,0.967579308,0.967579308,0
0,9400,76989,88788,HomeImp,Other,24,0,0,350.6390057,0,46,30.06137137,0.021571226,0.978428774,0.978428774,0
0,9400,57000,70000,DebtCon,Other,0.139957557,0,0,179.5666667,2,17,,0.106149958,0.893850042,0.893850042,0
0,9400,26700,40150,HomeImp,Other,4.060121935,0,0,80.16666667,0,4,,0.106149958,0.893850042,0.893850042,0
0,9400,,30455,HomeImp,Office,18,0,0,194.614216,0,16,39.00006486,0.106149958,0.893850042,0.893850042,0
0,9400,61185,65302,DebtCon,Other,0.656939724,0,2,117.1710044,2,18,35.61194388,0.270266922,0.729733078,0.729733078,0
0,9400,109991,43964.95146,DebtCon,Self,4.63381685,0,1,171.6798111,0,18,34.81346859,0.105890706,0.894109294,0.894109294,0
0,9400,15284.49154,178547,DebtCon,Other,7,0,0,226.0888071,0,19,35.46338698,0.105849656,0.894150345,0.894150345,0
0,5089.292785,61213,70800,HomeImp,Other,5,0,0,75.86265973,3,20,39.40381239,0.17601682,0.82398318,0.82398318,0
0,9400,16418.01663,76077,HomeImp,Office,12,2,0,244.1166529,2,29,33.37457063,0.143925007,0.856074993,0.856074993,0
0,9400,81546,20333.17394,HomeImp,Office,30,0,0,328.1781237,2,38,34.15031938,0.027772731,0.97222727,0.97222727,0
0,9400,10467.22483,95010,DebtCon,Other,0,4,0,,0,3,29.81532359,0.106149958,0.893850042,0.893850042,0
0,9400,71600,21475.40013,DebtCon,Other,16,,,159.0363707,4,16,25.60722823,0.106149958,0.893850042,0.893850042,0
0,9400,77715,101258,DebtCon,Mgr,2,0,0,65.87658672,1,23,38.10800099,0.106268041,0.893731959,0.893731959,0
0,9400,52598,25166.64762,DebtCon,Mgr,6,,,129.3438245,,24,42.26546612,0.106149958,0.893850042,0.893850042,0
0,9400,51505,84178,HomeImp,Other,19,0,0,202.6979629,0,16,35.53061343,0.075129477,0.924870523,0.924870523,0
0,9400,92340,125451,DebtCon,Office,1.957887287,0,0,129.1137248,1,22,36.3499746,0.082002595,0.917997406,0.917997406,0
0,9400,53244,62245,DebtCon,Other,23,0,0,276.787744,3,28,37.82185151,0.078909512,0.921090488,0.921090488,0
0,9400,77410,104062.3855,DebtCon,Office,0,0,0,245.0836519,0,37,17.17690066,0.012100273,0.987899727,0.987899727,0
0,392.1965011,598.1894,66976,HomeImp,Other,6,0,0,128.071648,0,33,35.03337113,0.094794611,0.905205389,0.905205389,0
1,1607.391619,103973,119817,DebtCon,Other,18,0,2,182.6166394,2,16,37.33797719,0.239859606,0.760140394,0.760140394,0
1,9500,50400,63000,DebtCon,Other,1,0,0,91.26666667,8,22,,0.106149958,0.893850042,0.893850042,0
1,9500,36114,45654,DebtCon,Office,0,0,0,83.33329177,0,9,25.34347845,0.047128477,0.952871524,0.952871524,0
0,3984.68058,115186,131800,DebtCon,Self,1.066269496,0,0,177.0500361,0,19,33.43055804,0.073557036,0.926442964,0.926442964,0
0,9500,41541,57280,DebtCon,Other,6,0,0,69.22936935,1,10,29.16012708,0.081992568,0.918007432,0.918007432,0
0,9500,28750,36099.97481,HomeImp,Office,0,0,0,115.5749709,1,30,39.05039479,0.102246158,0.897753843,0.897753843,0
0,3756.064889,47019,59413,DebtCon,Other,4,0,0,78.02555168,0,11,31.41813239,0.082146708,0.917853292,0.917853292,0
0,9500,131394,162449,HomeImp,ProfExe,10,0,0,222.0095049,0,18,19.55124299,0.018010553,0.981989447,0.981989447,0
0,9500,55862,62965,DebtCon,Other,15,0,4,223.103914,0,36,26.14117805,0.195361373,0.804638627,0.804638627,0
0,9500,3035.082069,85000,DebtCon,ProfExe,1.04688863,0,1,175.5666667,1,12,,0.106149958,0.893850042,0.893850042,0
0,8792.045222,5437.786331,18911.03161,DebtCon,Other,1.693808271,0,0,241.5817794,0,31,38.20866784,0.074091034,0.925908966,0.925908966,0
0,9500,21900,35250,HomeImp,Mgr,16,0,0,59.86666667,1,10,,0.106149958,0.893850042,0.893850042,0
0,9500,59494,75930,HomeImp,Other,0,0,0,98.99850784,0,6,36.88843637,0.123515694,0.876484306,0.876484306,0
0,9500,17854.53557,57680,DebtCon,,10,0,0,114.4929085,1,26,25.07515295,0.106149958,0.893850042,0.893850042,0
0,5064.514808,26130.64917,59692,HomeImp,Other,1,1,,103.0894831,,13,38.70498507,0.106149958,0.893850042,0.893850042,0
0,9500,58185,64576,DebtCon,Mgr,6,,4,127.8552645,1,11,38.29830913,0.106149958,0.893850042,0.893850042,0
1,9500,54612,68759,HomeImp,Other,9,0,0,89.10283861,0,19,31.35390694,0.07277516,0.92722484,0.92722484,0
0,9500,79479,88772,DebtCon,ProfExe,8,0,0,189.5890747,0,12,37.95298991,0.074396497,0.925603503,0.925603503,0
1,3001.130353,,40000,HomeImp,Other,5.434491171,0,0,36.5,1,1,,0.106149958,0.893850042,0.893850042,0
1,9600,62405,5601.522714,DebtCon,Other,0,0,2,86.43183174,2,18,36.26033127,0.259850239,0.740149761,0.740149761,0
0,9600,45158,29579.77418,DebtCon,Other,15,0,0,82.71313688,0,12,30.931518,0.066904458,0.933095542,0.933095542,0
1,180.3775684,64758,63646,HomeImp,Other,5,0,0,120.6445586,0,34,35.98492935,0.075840568,0.924159432,0.924159432,0
0,9600,53277,60843,DebtCon,Office,0,0,0,180.2840616,0,21,37.95078758,0.072706888,0.927293112,0.927293112,0
0,9600,84333,201281,HomeImp,Self,14,0,0,13.21305726,,7,17.82563094,0.106149958,0.893850042,0.893850042,0
0,7426.568685,70589,33134.90518,HomeImp,Other,0,0,1,176.4674623,0,31,34.23478958,0.09119416,0.908805841,0.908805841,0
1,9600,38769.4231,99756,HomeImp,Office,4,1,4,354.650225,0,30,36.52517293,0.408172272,0.591827728,0.591827728,0
0,9600,,66566.24999,HomeImp,Other,,0,0,356.4501783,0,6,36.55426832,0.106149958,0.893850042,0.893850042,0
0,9600,73000,76406.35643,HomeImp,ProfExe,4.5,0,1,93.33333333,1,34,,0.106149958,0.893850042,0.893850042,0
0,9600,53196,63942,DebtCon,Other,16,0,4,227.563684,0,36,24.01676994,0.172102723,0.827897277,0.827897277,0
0,2194.882908,56224,60260,DebtCon,Other,15,0,3,219.7420453,0,36,25.43946354,0.119495641,0.880504359,0.880504359,0
0,9600,46683,61773,DebtCon,Office,1,0,0,171.058449,1,20,38.00528931,0.087412046,0.912587954,0.912587954,0
0,8792.284847,,56900,,,,,,,,,14.43523879,0.106149958,0.893850042,0.893850042,0
1,2410.675712,24680,43500,DebtCon,Other,18,0,3,114.6666667,0,19,,0.106149958,0.893850042,0.893850042,0
0,9600,50655,38274.99447,DebtCon,Other,0,0,0,93.4328441,0,20,37.98235351,0.102990122,0.897009878,0.897009878,0
0,5485.49748,45240,14143.34913,DebtCon,Other,2,0,1,83.06675091,0,19,38.45430002,0.169203825,0.830796175,0.830796175,0
0,9600,77359,35130.83033,HomeImp,Other,1,0,0,182.8035145,0,31,33.48191013,0.049429421,0.950570579,0.950570579,0
1,8455.417317,44553,48626,HomeImp,Mgr,20,0,1,226.4521595,0,18,35.55592289,0.090120004,0.909879996,0.909879996,0
0,9700,75566,92066,DebtCon,Office,14,0,0,94.98792219,0,8,25.16118348,0.039967882,0.960032118,0.960032118,0
0,5234.424793,14011.60339,51990,,Other,30,0,0,246.1952393,0,19,20.74336471,0.106149958,0.893850042,0.893850042,0
1,9700,45907,2439.690405,DebtCon,Other,6,0,0,81.22944864,0,11,29.03757422,0.058063709,0.941936291,0.941936291,0
0,9700,53527,58605,DebtCon,Office,4,0,0,75.58454258,3,12,36.70953891,0.131707801,0.868292199,0.868292199,0
0,9700,83374.91073,117321,DebtCon,Other,12.75845251,0,2,194.4247179,2,15,36.95089224,0.250889289,0.749110711,0.749110711,0
0,9700,,64644,HomeImp,Other,,0,0,368.0709241,0,6,36.5731696,0.106149958,0.893850042,0.893850042,0
0,9700,21883,67432,HomeImp,Office,5.057607363,0,0,308.9955757,1,12,41.41428065,0.099609847,0.900390153,0.900390153,0
0,9700,84933,122520,DebtCon,Office,3.849933955,0,0,141.433076,1,23,36.79501396,0.082160709,0.917839291,0.917839291,0
1,9700,55986,73000,DebtCon,Other,2.5,0,1,207.1666667,2,29,,0.106149958,0.893850042,0.893850042,0
0,9700,108000,210000,HomeImp,ProfExe,2.3,0,0,124.8333333,1,15,,0.106149958,0.893850042,0.893850042,0
0,9700,2406.050418,58305,HomeImp,Other,8,2,1,352.9666667,1,22,,0.106149958,0.893850042,0.893850042,0
0,9700,59100,74986,HomeImp,Office,14,0,0,244.5333333,1,32,,0.106149958,0.893850042,0.893850042,0
1,9700,53000,56000,DebtCon,Office,2,0,0,75.03333333,5,18,,0.106149958,0.893850042,0.893850042,0
1,9700,7934.746747,79949.3356,DebtCon,Other,5.65654065,0,3,173.5,0,34,,0.106149958,0.893850042,0.893850042,0
0,7207.275763,21204.95645,4864.145716,DebtCon,Other,6.300605114,0,0,89.83593974,0,11,32.4314097,0.080784947,0.919215054,0.919215054,0
0,9700,44652,63232,DebtCon,Other,9,0,0,102.1655136,0,22,37.03487587,0.097004416,0.902995584,0.902995584,0
0,9700,59633,70398,HomeImp,Other,4,0,0,239.0382058,1,16,38.86724899,0.097200613,0.902799387,0.902799387,0
0,9700,63488,74374,DebtCon,Office,5,0,0,106.5894523,2,15,26.89601277,0.054640039,0.945359962,0.945359962,0
0,9594.269082,8852,60599,HomeImp,Other,7,2,1,359.1044913,1,21,16.87198276,0.072115617,0.927884383,0.927884383,0
1,8578.757608,32660,54536,DebtCon,Office,0,0,0,156.4821057,0,13,67.32490355,0.454716321,0.545283679,0.545283679,0
0,6831.917712,,54385,HomeImp,Other,10,0,0,314.7328327,1,13,34.17040354,0.106149958,0.893850042,0.893850042,0
0,9700,77394,86917,DebtCon,Office,16,0,1,81.46140046,0,9,27.70585654,0.078649774,0.921350226,0.921350226,0
1,9700,24921.99638,79116.91265,HomeImp,Other,,1,2,96.63333333,,8,,0.106149958,0.893850042,0.893850042,0
0,9800,54564,62109,DebtCon,Mgr,10,0,0,124.021625,0,19,32.56568637,0.056313075,0.943686926,0.943686926,0
0,9800,15021,31900,DebtCon,Other,1.074927511,0,0,276.7342017,0,11,22.29124919,0.028579119,0.971420881,0.971420881,0
0,9800,136154,203815,DebtCon,ProfExe,1,0,0,70.85332764,2,23,35.8789883,0.107317866,0.892682135,0.892682135,0
0,9800,79405,111563,DebtCon,Office,0,0,0,240.9429936,1,38,19.33281003,0.016198092,0.983801908,0.983801908,0
0,8127.511452,58936,76124.72771,DebtCon,,19,0,0,152.1401257,0,11,32.18876052,0.106149958,0.893850042,0.893850042,0
0,9800,74962,108730,HomeImp,ProfExe,0.441892334,0,1,76.39241605,1,33,37.32134756,0.159511805,0.840488195,0.840488195,0
1,9800,36500,54000,HomeImp,Other,17,0,1,105.6666667,5,19,,0.106149958,0.893850042,0.893850042,0
0,654.6582694,81199,206201,HomeImp,Self,11.81583224,0,0,2.820785578,,7,21.28386768,0.106149958,0.893850042,0.893850042,0
0,9194.158068,49287,69831,DebtCon,Mgr,2,0,0,182.9948062,2,16,29.71346691,0.058071152,0.941928849,0.941928849,0
0,9800,62826,65912,HomeImp,Other,6,0,0,132.7524896,0,34,37.58819954,0.08093062,0.919069381,0.919069381,0
0,9800,49298,30938.79401,HomeImp,Office,9,3,1,242.3890162,1,29,34.69036125,0.249571424,0.750428576,0.750428576,0
0,6340.406898,39595.26331,100267,DebtCon,Other,16,,,130.8860074,3,15,26.83504341,0.106149958,0.893850042,0.893850042,0
0,9800,27102.44369,52554,DebtCon,Other,11.50847456,0,0,229.5127411,1,32,37.92308809,0.07844881,0.921551191,0.921551191,0
0,9800,54681,74097,DebtCon,Other,2,0,1,106.8888937,3,18,36.61866086,0.220755928,0.779244072,0.779244072,0
0,7053.667391,53643,113161,DebtCon,ProfExe,5,0,1,230.3032566,0,9,23.7736104,0.055087356,0.944912644,0.944912644,0
1,9800,80267,209931,HomeImp,Self,13.73194055,0,0,0.50711453,,8,19.9696287,0.106149958,0.893850042,0.893850042,0
0,9800,78022,103466,DebtCon,Mgr,1,0,0,83.83533849,2,24,37.43461536,0.109259398,0.890740602,0.890740602,0
0,9800,,45197,HomeImp,Other,,,,316.5253028,,11,29.646666,0.106149958,0.893850042,0.893850042,0
0,9800,20676.50071,65481,HomeImp,Other,3.768737388,0,0,101.4726677,2,33,36.878297,0.129584518,0.870415482,0.870415482,0
0,9800,11492.55683,78154,HomeImp,Mgr,2,0,1,122.7055369,0,23,28.89610186,0.09825314,0.90174686,0.90174686,0
0,9800,54861,71138,HomeImp,Other,0.799041307,0,0,258.334618,2,16,36.03571287,0.090331553,0.909668447,0.909668447,0
0,9800,56188,90143,HomeImp,Other,17,0,0,171.4136584,0,29,25.62165041,0.035743742,0.964256258,0.964256258,0
0,9800,55322.9837,93525,DebtCon,Other,0,4,0,,0,4,31.29011899,0.106149958,0.893850042,0.893850042,0
0,4650.656003,63891,72980,DebtCon,ProfExe,0.577968735,0,0,32.41493353,2,24,39.37186986,0.141892338,0.858107662,0.858107662,0
0,8836.602434,47126,57365,DebtCon,Other,0,0,1,91.14121871,0,19,38.6576403,0.186499616,0.813500384,0.813500384,0
0,9800,55539,55230.0002,DebtCon,Office,4,0,0,85.90093624,1,14,26.33161906,0.04897659,0.95102341,0.95102341,0
1,5721.797234,37609,120186,DebtCon,Other,,0,0,176.367839,3,30,53.17891111,0.106149958,0.893850042,0.893850042,0
0,2997.122472,60488,75507,HomeImp,Other,3,0,0,239.43364,1,17,38.47307527,0.096445881,0.903554119,0.903554119,0
0,9900,35448,58056,DebtCon,Other,3.092883815,0,0,229.5228444,1,31,37.2974321,0.077995117,0.922004883,0.922004883,0
0,7339.783423,79379,205346,HomeImp,Self,14,0,0,20.21419487,,7,19.79942792,0.106149958,0.893850042,0.893850042,0
0,9900,72674,89909,DebtCon,Office,15,0,1,90.95789952,0,8,27.35463407,0.078613545,0.921386455,0.921386455,0
1,5916.14404,88236,104953,DebtCon,ProfExe,0.463593414,0,0,51.64870524,0,2,28.62263209,0.066642425,0.933357575,0.933357575,0
0,9900,73804,97413,DebtCon,ProfExe,5,0,0,107.3330245,0,25,33.5248796,0.062464819,0.937535181,0.937535181,0
0,9900,17940.07043,36605,HomeImp,Office,0,0,0,111.5316253,1,29,37.58819565,0.099682862,0.900317139,0.900317139,0
0,9900,52800,66000,HomeImp,Other,4.881700406,1,3,188.9333333,1,24,,0.106149958,0.893850042,0.893850042,0
0,9900,55743.7463,134347,DebtCon,ProfExe,16,,1,180.6333333,1,33,,0.106149958,0.893850042,0.893850042,0
1,3314.592092,1211.282119,36600,DebtCon,Self,2,0,0,154.2,2,26,,0.106149958,0.893850042,0.893850042,0
0,9900,4604.210007,37244,DebtCon,Other,4,0,0,256.6805839,0,12,24.49628632,0.036393238,0.963606762,0.963606762,0
0,8380.549688,117003,219783,HomeImp,ProfExe,1,0,0,130.7663862,0,14,25.6226109,0.049013838,0.950986162,0.950986162,0
1,9900,71371,15278.82576,DebtCon,Mgr,0,2,0,94.80523575,0,12,38.2113051,0.179705106,0.820294895,0.820294895,0
0,9900,55231,78708,DebtCon,Office,4,0,0,85.80147612,2,15,24.59499257,0.052085688,0.947914312,0.947914312,0
0,9900,47367,114837,DebtCon,ProfExe,1.542624769,0,0,210.4355336,0,10,25.04210854,0.038902241,0.961097759,0.961097759,0
0,9900,108155,59224.00983,HomeImp,ProfExe,0.282021174,0,0,126.9393774,1,15,27.99205166,0.042816188,0.957183812,0.957183812,0
0,9900,74009,108371,DebtCon,Office,1,0,0,246.0947649,0,36,17.25711715,0.012562209,0.987437791,0.987437791,0
0,8932.928417,82697,100689,DebtCon,ProfExe,3,0,0,133.3657906,0,26,33.59171631,0.057024374,0.942975626,0.942975626,0
0,9900,47865,88105,HomeImp,Other,11.85756017,0,0,203.0239914,0,17,34.55330539,0.074331807,0.925668193,0.925668193,0
0,9900,84920,201713,HomeImp,Self,13,0,0,3.04438414,,8,21.05764132,0.106149958,0.893850042,0.893850042,0
1,9900,54961,5953.759392,DebtCon,Mgr,5.294030087,,4,105.9346916,2,11,40.70254787,0.106149958,0.893850042,0.893850042,0
1,9900,24468.44005,81608.86743,HomeImp,ProfExe,4.459980971,0,0,244.3652465,0,11,25.00396549,0.036861858,0.963138142,0.963138142,0
0,9900,23767,39293,DebtCon,Other,5,1,0,145.7657738,0,9,24.60512881,0.070309447,0.929690553,0.929690553,0
0,439.6085672,31244,44138,HomeImp,Mgr,14,0,0,60.6344698,1,9,31.68813428,0.087498149,0.912501851,0.912501851,0
0,6564.004323,55342,72357,DebtCon,Mgr,0.559256506,,3,111.9988549,1,11,39.87034036,0.106149958,0.893850042,0.893850042,0
1,9900,13406.27845,35072.24234,HomeImp,Office,6,0,2,288.3950585,1,19,30.77602786,0.122784053,0.877215947,0.877215947,0
0,9900,62466.43889,124527,HomeImp,Office,30,0,0,319.6519713,1,37,35.76942543,0.042042421,0.957957579,0.957957579,0
0,10000,63218,56319.70821,DebtCon,Office,5,2,3,183.6666667,3,30,,0.106149958,0.893850042,0.893850042,0
1,10000,12044.94424,74600,,Other,14,0,1,179.1,2,31,,0.106149958,0.893850042,0.893850042,0
1,10000,34350,51822.14768,DebtCon,Other,3,0,0,144.4228889,0,18,31.5390134,0.066690285,0.933309715,0.933309715,0
0,4125.946445,75976,84005.02378,DebtCon,Other,3.529313376,0,0,171.4666667,5,22,,0.106149958,0.893850042,0.893850042,0
0,10000,36429.42175,56926.25067,HomeImp,Office,14,0,0,237.6478941,0,32,42.33557351,0.077309042,0.922690958,0.922690958,0
1,10000,,56475,HomeImp,Other,9,2,0,309.2644975,2,12,34.48718804,0.106149958,0.893850042,0.893850042,0
0,10000,84580,118924,HomeImp,Office,24.09814392,0,0,341.9449756,2,37,35.24889763,0.039778262,0.960221738,0.960221738,0
0,10000,,49266,,,,,,,,,15.59729023,0.106149958,0.893850042,0.893850042,0
0,8953.441842,59828,30327.31288,DebtCon,,18,0,0,157.2436625,1,11,31.62682193,0.106149958,0.893850042,0.893850042,0
1,10000,19107.60652,41250,HomeImp,Mgr,5,0,0,97.96666667,0,21,,0.106149958,0.893850042,0.893850042,0
1,10000,86000,17944.98698,DebtCon,Other,6.5,0,1,91.96666667,3,17,,0.106149958,0.893850042,0.893850042,0
1,10000,26197,46600,HomeImp,ProfExe,9,0,0,165.9666667,2,9,,0.106149958,0.893850042,0.893850042,0
1,10000,,2360.284986,HomeImp,Self,2.673078048,0,3,326.1333333,4,17,,0.106149958,0.893850042,0.893850042,0
1,2374.292883,20500,54600,HomeImp,Self,15,0,0,160.3333333,2,11,,0.106149958,0.893850042,0.893850042,0
1,9133.778843,,,HomeImp,Other,,,,,,,,0.106149958,0.893850042,0.893850042,0
1,10000,186000,225750,HomeImp,ProfExe,2,0,0,75.86666667,,5,,0.106149958,0.893850042,0.893850042,0
1,1935.706591,28000,73250,HomeImp,Other,2,0,0,28.96666667,4,12,,0.106149958,0.893850042,0.893850042,0
1,10000,57238,101500,DebtCon,ProfExe,0.404548529,0,0,106.8333333,0,36,,0.106149958,0.893850042,0.893850042,0
1,3920.996261,31253,65450,DebtCon,Other,21,0,0,172.0333333,0,16,,0.106149958,0.893850042,0.893850042,0
1,10000,27000,54300,HomeImp,Other,0.3,0,1,91.13333333,0,6,,0.106149958,0.893850042,0.893850042,0
1,10000,53297,74925,HomeImp,Other,14,0,1,88.53333333,2,15,,0.106149958,0.893850042,0.893850042,0
0,10000,5863.471824,77750,DebtCon,Other,8,0,0,261.8,0,14,,0.106149958,0.893850042,0.893850042,0
0,10000,63005,78500,DebtCon,Other,3,,,171.7666667,,35,,0.106149958,0.893850042,0.893850042,0
0,10000,87579,64650.33411,DebtCon,Other,13,0,0,209.9666667,3,16,,0.106149958,0.893850042,0.893850042,0
0,1225.067238,,42497,HomeImp,Mgr,6,,,165.4333333,,9,,0.106149958,0.893850042,0.893850042,0
0,10000,32000,27760.64866,DebtCon,Office,24,0,1,232.3333333,1,29,,0.106149958,0.893850042,0.893850042,0
0,4249.025292,15176.30648,58240,DebtCon,Mgr,,,,,,,,0.106149958,0.893850042,0.893850042,0
0,10000,71000,97875,HomeImp,ProfExe,8,0,0,165.7148936,0,34,,0.106149958,0.893850042,0.893850042,0
0,10000,66000,55949.04303,DebtCon,Office,9,0,0,215.0333333,3,29,,0.106149958,0.893850042,0.893850042,0
1,10000,21438.12622,77870,DebtCon,Sales,7,0,0,136.9,0,35,,0.106149958,0.893850042,0.893850042,0
0,10000,101919.4176,192000,HomeImp,Office,0,0,1,346.9666667,0,16,,0.106149958,0.893850042,0.893850042,0
0,10000,80000,107900,HomeImp,ProfExe,3.749076053,0,2,176.5333333,0,28,,0.106149958,0.893850042,0.893850042,0
0,10000,12368.18667,51000,HomeImp,Other,23,0,1,121.7333333,0,23,,0.106149958,0.893850042,0.893850042,0
0,10000,,23400,HomeImp,,28,0,0,206.9666667,1,5,,0.106149958,0.893850042,0.893850042,0
0,10000,4992.465258,66306.08533,,Other,12,0,0,257.7,0,27,,0.106149958,0.893850042,0.893850042,0
0,10000,22068,49600,HomeImp,Other,0.9,0,0,247.5666667,0,11,,0.106149958,0.893850042,0.893850042,0
0,388.7531675,131589,23519.18134,HomeImp,ProfExe,5,0,1,419.0333333,1,43,,0.106149958,0.893850042,0.893850042,0
0,10000,147234,175300,HomeImp,Office,6,0,0,192.7666667,1,56,,0.106149958,0.893850042,0.893850042,0
0,6684.622414,48041,76050,HomeImp,Other,2.108648181,0,2,185.7,0,13,,0.106149958,0.893850042,0.893850042,0
0,2876.779108,78000,97400,HomeImp,ProfExe,1,0,0,72.03333333,1,20,,0.106149958,0.893850042,0.893850042,0
0,10000,64320,40829.2087,DebtCon,Office,4.866558134,0,0,148.1666667,1,13,,0.106149958,0.893850042,0.893850042,0
0,10000,96000,112200,,Office,16,1,0,258.7333333,0,16,,0.106149958,0.893850042,0.893850042,0
0,10000,88777.5,112014,DebtCon,ProfExe,13,0,0,182.6333333,2,18,,0.106149958,0.893850042,0.893850042,0
1,5690.954544,10000,68250,DebtCon,ProfExe,17.88051575,0,2,398.8,1,12,,0.106149958,0.893850042,0.893850042,0
1,10000,42300,,DebtCon,Mgr,11,1,0,31.4,3,5,,0.106149958,0.893850042,0.893850042,0
1,10000,5200,53095,HomeImp,Other,0.693152764,3,3,234.3333333,3,17,,0.106149958,0.893850042,0.893850042,0
1,10000,19225.53,35500,HomeImp,Office,5,0,2,186,1,10,,0.106149958,0.893850042,0.893850042,0
1,10000,62000,80000,DebtCon,Other,3.483659538,,1,97.4,4,30,,0.106149958,0.893850042,0.893850042,0
1,10000,41741,23533.80151,DebtCon,Office,3,0,0,20.23333333,2,6,,0.106149958,0.893850042,0.893850042,0
1,10000,46946,65000,HomeImp,Office,7.2,0,1,80.1,1,12,,0.106149958,0.893850042,0.893850042,0
1,10000,75000,103600,HomeImp,Mgr,17.6,0,0,171.4333333,0,24,,0.106149958,0.893850042,0.893850042,0
1,6593.984578,25022.9156,,DebtCon,Other,5,,,,,,,0.106149958,0.893850042,0.893850042,0
1,3584.445698,99600,125500,DebtCon,Office,8,0,0,80.1,3,21,,0.106149958,0.893850042,0.893850042,0
1,10000,122800,108591.982,HomeImp,ProfExe,2,0,0,205.9666667,1,23,,0.106149958,0.893850042,0.893850042,0
1,10000,49000,54859.11356,HomeImp,Other,,0,3,190.7333333,1,12,,0.106149958,0.893850042,0.893850042,0
1,10000,16705.55829,58740,HomeImp,Other,15,2,2,194.8,0,39,,0.106149958,0.893850042,0.893850042,0
1,10000,3924.699251,37700,DebtCon,Other,,3,0,79.1,2,9,,0.106149958,0.893850042,0.893850042,0
1,1766.329488,84000,3158.788455,DebtCon,Sales,30,0,0,325.6333333,1,24,,0.106149958,0.893850042,0.893850042,0
1,10000,42321,53800,DebtCon,Other,2.600337259,0,0,275.9,0,19,,0.106149958,0.893850042,0.893850042,0
1,3180.786997,65000,80000,DebtCon,Other,2,0,0,26.36666667,3,2,,0.106149958,0.893850042,0.893850042,0
0,10000,76700,97800,DebtCon,Other,25,,10,205.2333333,3,26,,0.106149958,0.893850042,0.893850042,0
